id,work,date,issue,page,block,text,label
964,siecle,1857_03_21,1.0,2.0,Page1_Block18,"confédération germanique. — On écrit de Francfort, le 17 mars, à la correspondance Ha vas : .   Dans la dernière séance de la diète germani que, les représentans de l Autriche et de la Prusse ont communiqué, au nom de leurs cours respectives, à l assemblée le protocole des confé rences de Paris relatif à la délimitation des nou velles frontières russes de la Bessarabie. Le pré sident de l assemblée diétale a ecsuite officielle ment annoncé que le gouvernement autrichien, pour se conformer aux stipulations du traité de paix de Paris, avait donné l ordre au comman dant de ses troupes d occupation d évacuer les deux principautés danubiennes dans le délai as signé par les articles du mêuie traité.—rHavas.",relations internationales
1004,siecle,1856_07_18,1.0,1.0,Page1_Block258,"ont été suspendus ; une quarantaine de députés   présens à Madrid, s autorisant, dit-on, de dis- ! positions assez larges du réglerïtent des cortôs-, I s étaient réunis, soit pour convoquer l assem- : b!ée, soit pour délibérer ; leur réunion a été! dispersée par la force armée.  » Le nouveau ministère a proclamé la mise on état de siège non-seulement de Madrid, mais do ! toute l Espagne, d où on peut conclure qu il n est ! pas entièrement assuré des dispositions de tou- j lies les provinces. Des bruits concernant un mou-1 Vement h Saragosse ont circulé en effet ; ce qui j les a peut-être fait naître, c est l esprit depuis longtemps connu do cette ville importante et son dévouement à Espartero. Des bruits sem blables ont couru relativement à Barcelone; mais ici on peut affirmer avec certitude qu il est im possible de rien savoir à l heure qu il est, car il n existo pas de communication télégraphique de Barcelone à Madrid.—À. Nefftzer. »",révolution
408,constitutionnel,1846_01_09,1.0,4.0,Page1_Block3,"i ilienne des affaires, mauvais malgré les personnes, mauvais - en principe et en fait, ce régime n était-il mauvais que pour ; 2 adminiMration ? Non i il l était pour l Université elle-même, il.entraînait des conséquences de plus en plus graves, i Ateo toutes les questions qui s agitent, il fallait pouvoir parer à tout par deux choses . l autorité toujoursbienveil- ■ Santé pour les personnes, toujours pleine d égards pour des^ services rendus, mais par l autorité sachant faire prévaloir. S*n droit. Yons allez en juger. Un conseiller, spécial pour chacune des grandes divisions, avait tout le territoire  de la - France sous son administration. Par exemple, des mutations - de professeurs avaient lieu des localités les plus lointaines, ■ des chaires nombreuses étaient toujours vacantes à la rentrée «les collèges, tes élèves étaient arrivés et le professeur n é tait: pas prêt C était la faute, non des personnes, mais des . attributions qui étaient trop vastes pour.une seule personne. . L Université a été dotée d an régime si admirable dés son . origine, que l ordonnance royale aura très rarement à inter- , venir. Mais l ordonnance intervenait très fréquemment dans ■ le régime antérieur. Pourquoi? C est parce que chaque con seiller portait un tel poids d affaires, que le conseil entier <exr souffrait.. .Vous avez dit qu on n avait pas pu former cinq sections, parce que cinq sections n auraient pas de quoi tra vailler. C est une erreur, cinq sections ont été créées, Mais ^plusieurs pourront travailler ensemble, et il en résultera - qu il n y aura plus de besogne en souffrance. Le conseil ■ pourra suffire; aux fatigues qu auparavant il ne pouvait pas supporter. ■ - Lorsque le conseil n était composé que de.dix membres, il - arrivait souvent que trois ou quatre membres seulement étaient présens. Ces membres étaient très éclairés, mais leurs délibérations avaient-elles l autorité nécessaire ? C est - pour Cela que lés minisires se «ont laissé entraîner à pro céder par ordonnance, quand il aurait mieux valu lui laisser ; son droit de.se gouverner lui-même. Voilà quel était 4 état des choses. Je n ai pas vu qu il fût - convenable d arriver ans discussions qui nous attendent sans avoir paré à cet état deehoses. Je ne l ai pas cru, parce qu a érant toute chose, se dressait devant moi dans le débat qui ■ sous attendait cette question : Qu est-ce que le conseil royal? ■ quelle force a-l-il? quelle légalité a-t-il? qu en attendez- vous?   : M. le ministre revient ici sur les bases de l Université et sur les décrets impériaux, Il soutient que c est le décret de -1808. qui est 1 origine et l ame du conseil de l Université. Le conseil royal, dit M. le ministre, ne pouvait contenir dé : membres inamovibles qu à condition qu il y eût prés de ces • membres ttn certain nombre de conseillers amovibles. On • m est au premier rang qu à condition qu il y ait un second rang. Le conseil royal avait donc sa base dans le décret de 1808. ; Je sais qu il est très facile et très loisible à chacun de montrer que tel article du décret de 1808 a été maintenu, et . tel autre laijsé de côté. Cela est possible et facile à tout le : inonde, excepté toutefois à un membre du conseil royal, cela - est facile. J accorde qu il est des dispositions réglementaires *[ui ne sont plus, qui ne peuvent plus être exécutées; mais la : base de l Université, sa base légale, est, je le soutiens, dans le • décret de 1808. Il n est pas un acte de la révolution et de l empire qui ne renferme i la fois des dispositions réglementaires et des dis- - positions législatives; et   toujours il a été décidé que c était aux pouvoirs publics à modifier réglementairement ce qui  n était que tréglementaire. Je remplis, quant à moi, cette tâ- - che et je sépare ce qui est réglementaire de ce qui est loi. Je le fais parce que je ne peux pas laisser ébranler même par des paroles l édifice de l Université. Il n y a pas de désordre, jl n y a pas de trouble dans l Université ; j espère qu il n y a   de désordre et qu il n y a de trouble dans aucun esprit, mais l affirme qu il n y en a pas dans l Université. L Université a confiance dans les grands corps qui veillent sur elle ; elle sait que le pouvoir responsable ne peut la délaisser sans sus citer contre lui une universelle ■ réprobation. L Univer sité saitque tout ce qui sera fait, sera fait dansnn esprit de bienveillance pour les personnes et de respect pour les cho ses; cela sera fait ainsi parce quç c est le besoin et le voeu du pays, parce que c est le devoir da gouvernement. Telle est, telle sera la pensée de toute mon Administration. Il est cinq heures et demie. La séance est levée et la dis— eufSion continuée à demain.»",débats politiques
80,constitutionnel,1858_05_12,1.0,4.0,Page1_Block25,"societe du chemin de fer de b1ga a dbjubobg.. Annonce de versement. La direction a l honneur d annoncer qu un ver sement de 3 3/4 p. e/0 sur la valeur nominaledes actions, ce qui vaudra rs. 4 p.  0/0 3/4 cop. ou 15 schillings sterling par action, devra se faire sur toutes les actions émises par cette Société. - . Conformément à l art. 13 des statuts, ce verse ment est exigible pendant six semaines, et le dé- . lai accordé pour le paiement sera échu le samedi 19 juin prochain. Ce versement pourrai se faire : 1® A Riga, au bureau de la direction;   , 2® A Saint-Pétersbourg, chez MM. Alex. Gadime- rovskv et fils, à la Granae-Morshaié, h; 21 ; - Et a Londres, chez les banquiers de la Société, sir S. Scott Bart et C®, Cavendish square, n. l, et La London et Ceunty joint stock Bank, Lombard- _street. Il faudra présenter le titre che* les banquiers au moment de faire les versemens et, ensuite, le Présenter avec le reçu des banquiers aux bureaux e la Société,pour  e faireendosser. Ce versement, joint aux 6 1/4 0/0 déjà payés, portera intérêt de puis le jour du versement, à raison de 5 e/0 l an. L intérêt sur ce versement de 3. 3/4 pour cent sera calculé depuis le 1-13 juin pour toutes/les ac tions et sur tous les paiem#ns qui auront été faits ■avant cette époque, l intérêt depuis -le jour cesdits paiemens jusqu au 13 juin, rendu à Août action naire au moment de faire lesdits pâiemens. Par ordre du conseil à Londres, J. W. Wabbe Tyndaie, secrétaire, 18, Cannon -street, Londres. Le 4 mai 1858. . »",bourse
778,democratie_pacifique,1850_03_20,1.0,4.0,PAG_4_TB000071,"vâilleor-pour la Californie, i un par Y Arche d Alliance . L i Prime de huit cents franc-; ou d un départ g¡ atlllt, oui -mettra à la v.nle \c,lundi di. Pci(/ltc. i; l autre p.-.r le j accordée pour di .que série de cinq nvlle action, va, Pescatore as,mif;qvie. navire de f,2n0 tonne.- ix, qui j sous très peu de j-mrs, échoir à l un des s«u:scr pleurs d« -ire (ira la me Al ni) s Je ;\).I1 :>n  d avril. De tels r.-su1lats.j ii 5° sér;e, «j-ti es! presque épuisée. Sans même f-irc ac-f nnt dei * pfâcéft au raiig d,.s plus sérieuses coîMf^cnies î ception d-j <--es--av.- niâmes - art:cii!ieri de ia Compagnie <? iWc.niierifiCS. ^ empressement desl: avîiiileuisct des ac- ? française et américaine do. San Francisco, i! n --\4 plus 1 ionnaires a faire acte «l adhésion à cette société prouve, à ; permis ;\!I,!ollrd hui IIC <)(M)tt(!u rémll:d qu- pro^eUent n rn pas Jouter queTheureu e coniS.:n iison d ) comptoir . le Suoiétès e«lif(»rn<enns en généial, quand on sait qu à d écnanop et de l cxlraction de ! or, « fire plus de sécu- i Londres les actions de la Compagnie Devon greatconsols. r té aucuns et aux autres. 11 faut dire que la prévoyante ? sur laquelle on n a versé que 20 îchellings, ou fr. 25,50 activité de la gérance justifie cette confiance empressée, | se vendent 200 livras, ou 5,100 fr., et d autres Sociétés et qu elle se manifeste jusque d.n&ics moindres détails, anglaises, dont, les actions n ont été émises qu au taux de -,POUl  n en donner qu un exemple, nou^ dirons qu elle a j fr. 5,25, se vendent fr. 750.?S adresser, pour plus am-pris arrangement avf c ses armateurs, pour assurer pen-   pies renseignements, rue de Bndy, U. (Affranchir.)",publicité
1092,presse,1840_06_23,1.0,2.0,Page1_Block3,"Et tout en dévorant du regard le fond delàvallée, où il espérait entre- 1 voir madame de Watteau: — Demain, ajouta-t-il avec un soupir, j irai jouer aux échecs avecM, de Watteau. IL Pierre va Jouer aux échecs avec M. de watteau. Mme de Watteau touchait à la seconde jeunesse, l éclat de sa beauté pâlissait un peu, cependant elle était encore des plus attrayantes. Pari sienne de Paris , ce qui est presque une merveille , elle était pleine de •grâces et d enjouement; ses cheveux bruns encadraient admirablement sa figure,, aimable , qui souriait souvent, un peu pour sourire et un peu aussi pour montrer des dents blanches comme du lait; sa main mignarde, sa main souple comme un petit serpent jouait sans cesse avec des roses, jamais avec des lys, bien entendu. Malgré ses robes traînantes, on voyait souvent, son pied, vous comprenez que c était un joli pied. Sa mère l a vait mariée à dix-sept ans ; elle avait aimé son mari, d abord par curio sité, ensuite par distraction ; enfin elle l aimait par habitude. Le mariage avait abrité sa vertu fragile, pourtant son ame avait eu quelques rayons d inconstance • ainsi, une fois, aux bains de Dieppe, elle avait admiré quelques secondes de trop un beau capitaine d ariillerie; à Paris, au bal masqué de l Opéra, elle avait oublié sa main dans celle d un cousin du rant un minute au moins; enfin, au bal du sous-préfet de Soissons, elle , avait valsé trois fois avec un conservateur des eaux et forêts que redou taient tous les maris du département. Malgré ces buissons de la route, la ■vertu avait toujours suivi madame de Watteau sans le plus léger accroc. Avec tout cela, madame de Watteau s ennuyait, .je n oserais dire pour- . quoi. M. de Watteau était un gentilhomme galant et spirituel, cultivant de son mieux, mais avec insouciance et par boutades, le cœur de sa femme et le jardin du son château. Les plus belles fleurs venaient dans le jardin , car le cœur de la femme est si souvent stérile pour le mari ! il faut dire que le mari cultive souvent mal. A la révolution de juillet, M. de Wat teau s était à peu près retiré du monde, et depuis il vivait paisiblement loin des vanités jalouses, ne songeant qu à sa femme, à ses enfans et à",roman-feuilleton
249,debats,1845_09_03,1.0,3.0,P3_TB00011,"j sévères qui assistaient à son exécution ; le succès . en a été complet, il grandira encore. t Le programme de ce concert était d une richesse | on peut dire excessive ; la durée des morceaux , n avait pas été bien calculée, et l on a prévu trop tard qu il ne serait pas possible de l exécuter en , entier. C est ce qui est arrivé. D abord le Roi, ju; géant aussi au premier coup d œil qu il ne pourrait rester jusqu au bout d une aussi longue séance, avait désigné les pièces qû il voulait entendre, et après lesquelles il devait partir. On s est conformé à la yolonté royale, et d après elle on a fait un triage, d où est résulté le programme suivant : 1° Ouverture d  Egmont, de Beethoven ; 2° concerts de piano, de Weber ; 3» air de Fidelio , de Beethoven; 4° air de Mendelssohn; 5® Adélaïde cantate de Beethoven. Le Roi de Prusse s entend fort bien à faire des programmes. L ouverture d Egmont a été supérieurement exécutée; la coda à deux temps, enlevée par l orchestre avec chaleur, a produit un effet électrique. M me Pleyel a dit avec une prestesse et une élégance rares le ravissant concerto de Weber. M llO Novelio a chanté correctement, mais sans trop de charme, le bel air de Fidelio avec les trois cors soli obligés. Elle eût peut-être mieux réussi dans l air d  Hidraot d Armide ; M 1 1» Novelio, avait une robe noire, brodée d arabesques rouges et or, indice de son goût pour les choses sombres et étranges, et qu on eût prise aisément pour le costume d un nécromant au moment où il va se livrer à ses sorcelleries. Cette robe a paru divertir la Reine d Angleterre beaucoup plus que le morceau de Fidelio. M llO Schloss a chanté le très bel air de Mendelssohn d une admirable manière, largement, avec des sons magnifiques d une justesse irréprochable, et une expression vraie et bien sentie. Quel dommage pour les auteurs d opéras que cette cantatrice excellente se refuse à la carrière dramatique ! Celle-là du moins sait parfaitement le français, et je connais un grand théâtre auquel elle pourrait rendre d éminens services. Je n en puis dire autant de M u ° ICratky; elle a chanté cette douce élégie Adélaïde, l une des plus touchantes compositions de Beethoven, d une manière commune, empâtée, et avec des intonations constamment trop basses. Et Listz jouait la partie de piano ! Il faut avoir entendu ce morceau chanté par Rubini, qui en tenait les traditions de Beethoven lui-même, pour savoir fout ce qu il contient de douloureuse tendresse et de langueur passionnée!... Après ces morceaux, LL. MM. s étant retirées, on a voulu continuer l exécution du programme . M. Ganz, premier violoncelle de l Opéra de Berlin, a joué avec beaucoup de talent une fantaisie sur des thèmes de Don Juan. Le jeune Moëser ensuite, dont on se rappelle le succès au Conservatoire de Paris, il y a un an, est venu dire un concertino de sa composition sur des thèmes de Weber. Quelle que soit l opinion qu on puisse avoir de sa composition, il faut reconnaître qu on n a pas plus de sûreté dans l intonation, plus de pureté de style, ni plus d ardeur concentrée ; M. Moëser, en outre, fait avec autant de bonheur que d aplomb la difficulté ; il est incontestablement à cette heure l un des premiers virtuoses de l Europe sur le violon. Son succès , qu on ne pouvait prévoir, car il a joué le morceau tout entier au milieu du plus profond silence, sans un applaudissement, sans le moindre murmure approbateur, a été subit et immense; les bravos ne finissaient pas, et le jeune virtuose en a été lui-même si surpris  que dans sa stupéfaction joyeuse il ne savait ni comment sortir de la scène, ni quelle contenance faire pour y rester. Auguste Moëser est élève de Ch. de Bériot, qui doit en être bien fier; c est un grand violon de vingt ans. M. Franco-Mendès avait eu la malheureuse idée de tenir à son solo de violoncelle, malgré celui de Ganz qui l avait précédé, et celle plus malencontreuse encore de choisir pour thèmes de sa fantaisie des airs de la Dona del Lago de Rossini ; il a donc étc très mal reçu. Et pourtant l air ô mattidini Albori est une bien fraîche et poétique inspiration, et M. Franco- Mendès joue délicieusement du violoncelle ; mais il est Hollandais et Rossini est Italien, de là double colère des fanatiques de la nationalité allemande. Ceci est misérable, il faut l avouer. Restaient à exécuter encore : un air de Faust, par M llc Sachs ;un chant d Haydn, par Staudigl, et quelques chœurs ; mais la séance avait duré près de quatre heures, la foule s écoulait lentement sans demander son reste, et le flot m a entraîné. Il est vrai que je n ai pas lutté contre lui d une façon bien désespérée. C est qu un autre concert m attendait encore le soir. Le Roi de Prusse avait bien voulu m inviter à celui qu il donnait à ses hôtes au château de Brulh , et j étais , pour plus d un motif, fort désireux de conserver la force de m y rendre et de l apprécier. En arrivant à Briihl au milieu de ces féeriques illuminations et d une pluie battante, autre foule éblouissante à combattre à armes courtoises; les",critique musicale
1209,debats,1856_09_08,1.0,3.0,P3_TB00009,"continuera ses débuts par le rôle de Donne; Dclaunay, Maubant, Brossant, Anselme, M 10  Bonval et Fix joueront dans cette représentation. A l Opéra-Comiqne, Zampa, opéra-comique en trois actes,rd lléro .d, chanté par Barbol, Jo.urdan,  Mocker, Sainte-Foy, M m « Ugaldc et Lemercier. ; —,A l Odéon, h Médecin do Vâmc, avec Tisseront dans le principal rôle. ~ —Au Théâtre-Lyrique, Richard Cœnr-de -Lion, par Meiliet, ilichol et M Uo .Panncirat, et h Sourd. —Au Vaudeville, Dame crux camélias, Livre RI, chapitre l<* ci lu Absences de Monsieur. M IIk Luther cl Saint-Marc joueront clans cette soirée. — A_ la Portc-Saint-Martin, toujours io Fils de la Nuit et le ballet espagnol. , Oa sait que M. OiTenbach, directeur du théâtre des Bodffes-Parisiens, a institué un concours pour une opérette. Le jury d examen de ce concours a tenu sa première séance mardi dernier. Ce jury se compose de MM. Auber, Ilalévy, Arnbroi.se Thomas, Scribe, Méiesviiie, de Saint- Georges, Leborne, Gounod, Victor Massé, Bazin et Gevaert. M. Auber a été élu président. Le nombre dos candidats s élève à 78, dont 65 tic Paris et 13 de la province. one sous-commission a été nommée pour faire im premier examen ayant pour but de précéder au choix de six enudïdals qui devront prendre pari à l épreuve définitive. Celte sous - commission se compose de MM. Victor Massé, Bazin et Govacrt. —Le succès du Pré Cale!an est aujourd hui un fait incontesté. L administration de ce bel établissement ne néglige rien pour jusliller et pour conserver celle faveur signalée. Dans le but de varier les distractions du public, elle vient d engager l Arabe Azi-Clieriff et de trouver ainsi un moyen de multiplier les représentations sur le théàtre-naiarc en faisant alterner les exercices de souplesse avec les ballets. Répondant aussi à un désir manifesté par un grand nombre de personnes, elle a décidé que pendant ies vacances l entrée à tous les théâtres : pantomime, marionnettes, physique amusante, concerts, etc., serait gratuité. En conséquence, le prix de l entrée aii-Pré Cateian, donnant droit à tons les spectacles, sera, portons les jours du mois de septembre, fixé à i fr. A dater de ce jour, les soirées étant supprimées à cause de la température, l excellent orchestre de M. Molfr jouera dans la journée, de deux à six heuçes. Il y aura mardi 9 septembre, à dix heures du matin, à l Opéni-Coiniquo-, un concours pour plusieurs places de choristes (premiers ténors, premier.; et-deuxièmes dessus). Se présenter muni d un morceau de chant,   Le secrétaire de la rédaction , F. Camus",théâtre
457,constitutionnel,1849_04_19,1.0,2.0,Page1_Block7,"doctrines, ses actes et ses paroles restaient dans le domaine de la discussion, malgré sa position d exi lé qu il oubliait tout le premier. » M. Charles Blanc, son frère, a pensé le con traire, et, sous l empiré d une vive irritation, il a écrit une lettre qui plaçait l auteur del article sur M. Louis Blanc (tans la nécessité de demander une rétractation ou bien une réparation par les armes. » Une rencontre a été décidée pour aujourd hui mardi. » A trois heures, les deux voitures contenant les adversaires, sont parties ensemble pour Saint- Mandé avec une pluie torrentielle mêlée de neige. Pendant le trajet, le cheval qui conduisait H. Char les Blanc s est abattu, il a fallu s en procurer un autre. La rencontre n a pu avoir lieu qu à cinq heures. Le sort a donné à M. Charles Blanc l avantage du terrain, et à M. Francis Laeombe le droit de ti rer le premier. M. Francis Laeombe a été atteint par le coup de feu de M. Charles Blanc, mais la blessure n a pas la moindre gravité. La balle, après avoir traversé les deux basques d un épais paletot, s est amortie sur un porte-monnaie. Sans cet obs tacle, elle aurait pénétré dans l aine, etparconsé quent la blessure eût été dangereuse. »",fait divers
365,constitutionnel,1849_10_24,1.0,3.0,Page1_Block8,"ASSES1BLÊE LÉGISLATIVE. présidence de m. daru (vice-président). Séance du 23 octobre. Observations à propos du procès-verbal, sur le droit d interpellation. — Délibération sur plusieurs pro jets de loi. — Présentation de projets. La séance est ouverte à deux heures. Un de MM. les secrétaires donne lecture du procès-ver bal. m. antony troukjet demande la parole sur le procès-verbal. Citoyens, dit-il, hier, à l occasion d une demande d interpellations faitepar notre ho norable collègue, M.Barrault, l Assemblée, dans un moment de pécipitation regrettable, a laissé violer l article 80 du règlement. Cet article porte : «L As semblée, après avoir entendu un des membres du gouvernement, fixe, par assis et levé et sans dé- at, le jour auquel les interpellations auront lieu.» C est cet article qui a été violé hier. Eh bien ! je protesterai contre cette violation par une seule considération. Citoyens, si vous voulez que le pays respecte les lois que vous faites pour lui, respectez celles que vous faites pour vous-mêmes. L autre jour je réclamais pour la suppression du mot ci toyen dans le Moniteur , alors que ce mot figure toujours sur nos médailles, grâce au républica nisme de l honorable M. Dupin, notre président. Cela prouve qu on veut déyiolir pièce à pièce l é difice de la Constitution. (Hilarité.) Mais, je vous le demande, la Constitution démolie, que metlra- t-on à la place? m.- le président .— Le règlement porte que les réclamations d ordredu joui, d appel au règle ment et de priorité,ont la préférence sur la ques tion principale. Quelle était la question principa le hier? C était de savoir si l Assemblée voulait fixer un jour pour les interpellations-de M. Emile Barrault. L Assemblée n a pas cru devoir fixer de jour. Elle était parfaitement dans son droit. m. a. thouret insiste de nouveau dans le sens de ses précédentes observations. m. baze . — ; Il me semble que la question est mal posée par M. Thouret. M. Emile Barrault avait • demandé à faire des interpellations sur la nomi nation d un préfet. M. le président du conseil a dit qu il n acceptait pas les interpellations, et qu il n yrépondrait pas. Ainsi, l Assemblée était sollici tée de fixer un jour pour des interpellations auxquelles le gouvernement déclarait qu il ne ré pondrait pas. L Assemblée a approuve la réserve du gouvernement; elle a été d avis que le gou vernement né devait pas répondre ; dès lors, elle ne devait pas fixer de jour. Je crois qu il faut très soigneusement distinguer le droit d interpellation et un prétendu droit d interpeller le gouverne ment sur des choses à l égard desquelles les prin cipes et le bon sens défendent au gouvernement de s expliquer devant l Assemblée. Le proccs-verbal est adopté. m. detocqueville ,ministre des affaires étran gères, dépose un projet ayant pour but de régu lariser législativement un crédit supplémentaire qui a été ouvert par ordonnance pendant la pro rogation. L ordre du jour appelle la première délibération sur le projet de loi relatif au chemin de fer de Marseille à Avignon, projet dont l art. 1 er est ainsi conçu dans la rédaction de la commission : « Le ministre des travaux publics est autorisé à garan tir, au nom de l État, à la compagnie du chemin de fer de Marseille à Avignon, pendant toute la durée de la concession, telle qu elle est fixée par la loi du Vi juillet 1843, l intérêt à J> 0/0 et l amor tissement calculé d après la durée de la conces sion, sur le capital qi e cette compagnie emprun tera pour l acquittement de ses dettes et l achève ment de ses travaux, sans toutefois que ce capital puisse en aucun cas excéder 30 millions de fr. » m. martin (du Loiret) demande l ajournement de la discussion de ce projet jusqu à ce que l As- . semblée soit saisie du rapport de la commission du budget sur le chemin de fer de Paris à Avignon. m. lacrosse , ministre des travaux publics, fait remarquer que le chemin de fer de Marseille à Avignon est à peu près terminé, et que les tra vaux nécessaires pour le compléter ne peuvent être ajournés sans les plus grands inconvéniens. Or, la compagnie concessionnaire manque d ar gent, par suite de circonstances indépendantes de sa bonne gestion et notamment par suite de la ré volution de février; et pour emprunter la somme qui lui est nécessaire, elle a besoin de la garantie de l Etat., Le projet a donc un caractère d urgence incontestable, et M. le ministre insisté pour que l Assemblée s en occupe immédiatement. Après de nouvelles observations de M. Martin, auxquelles répond M. le ministre des travaux pu blics, l Assemblée,consultée,repousse la proposition d ajournement. En conséquence, il est procédé immédiatement à la première délibération sur le projet. m. de mouchy a la parole. —11 donne son ad hésion  au principe du projet. Mais, selon lui, tel qu il est, il ne donne pas satisfaction à tous les intérêts engagés dans la question. Ainsi les ac tionnaires sont complètement sacrifiés. Ils ont dé jà fait une avance de 20 millions, et de ces 20 millions, ils ne toucheront pas un sou pendant les trente-trois ans que durera la concession, tous les produits du chemin  devant être affectés au remboursement de l emprunt à contracter. Le seul moyen-d ttre juste envers les actionnaires, ce se rait d allonger le terme de la concession, de façon que l amortissedient  de l emprunt fût moins oné- . reux. L honorable membre annonce que, lors de la deuxième délibération, il proposera un amende ment dans ce seus. . m. erosper de ciiasseloup-laubat , rappor teur. — L honorable préopinant ue conteste pas le principe du projet, il annonce seulement un a- mendement qui porte sur un détail. 11 n y a donc pas lieu de s y arrêter quant à présent, et la com - mission persiste à demander que l Assemblée pas se à une deuxième délibération. L Assemblée, consultée, décide qu elle passera ultérieurement à une deuxième délibération sur le projet. La suite de l ordre du jour appelle la deuxième délibération sur le projet tendant à proroger l état de dissolution des gardes nationales de Lyon, de la Croix-Rousse, de Yaise et de la Guillotière. Personne, ne demandant la parole, l Assemblée est immédiatement consultée. L article, unique du projet est vote. L Assemblée décide ensuite qu elle passera ultérieurement à une troisième délibéra tion sur ce projet. m. le président . — L objet qui vient mainte nant à l ordre di^ jour est ia discussion sur la prise en considération d une proposition de MM. Testelin et autres représentons, tendant à recon naître l indépendance de la Hongrie. Mjiis les au teurs de cette proposition m ont déclaré qu ils la retiraient. En conséquence, il n y a pas lieu de s en occuper. L Assemblée adopta un projet concernant un échange d immeubles entre M. Lagarde et l Etat, dans le département des Ardennes. L Assemblée prend en considération une propo sition de M. Datblay, tendant à faire dresser par lessoins du ministre des finances, un tableau de tous les crédits votés sur les ressources de l exer cice 1849. m. le président . —La suite de l ordre du jour . appelle la discussion sur la question de prise en considération de la proposition de M. Coralii, ten dant au maintien et à la stricte exécution des trai tés des 15 juillet 1840 et 1841. si. latrade demande le renvoi de la discussion à lundi, M. Coralii étant ■cif*ce moment reténu à Versailles devant la haute-cour. Le renvoi à lundi est prononcé. A ce moment, M. Coralii entre dans la salle; le renvoi à lundi est néanmoins maintenu. L Assemblée adopte les articles d un projet por tant allocation de ,115,000 fr., à titre de crédit supplémentaire pour le département des affaires étrangères. (Traitemens d inactivité et frais d é tablissement.) Au scrutin, cette loi est adoptée dans son en semble à la majorité de 473 suffrages contre 91, sur S66 votans. m. le président .—L ordre du jour appellerait la discussion sur la p roposition d une enquête par lementaire sur les services de la marine. Mais il semble plus logique de discuter d abord le projet sur les crédits supplémentaires et extraordinaires demandés par le même département. si. benojst d azît propose de donner la priorité aux crédits supplémentaires. m. de tracy , ministre de la marine. — Je ne serais pas prêt aujourd hui.IVétait impossible que cette question pût se présenter dans le cours de cette séance. Il y avait sept ou huit autres objets à l ordre du jour auparavant. Je demande l ajour",débats politiques
26,le_pays,1853_11_11,1.0,4.0,PAG_4_TB000033,"? La librairie Edme Picard vient d a caaérïr talité la Monographie des vitraux peint^dein en lo drale de Bourges au treizième siècle, nar les thur Martin et. Ch. Cahier. Ce grand Ouvrage f  A-r~ un superbe volume in-folio grand-aigle, orrfë fO,nne magnifique planche, Imprimée en couleur rS Ul16 vrage s adresse phis particulièrement aux ârHa. Ou. aux archéologues; c est l ?uvre Coilscielle,lplls deux hommes éminemment savants, et qui «n» ^ vemenL appiéciée par les  amateurs des beau et par les personnes qui recherchent ces vieil Wns ditions du Moyen Age; ils trouveront dans cueil, purement historique, des documents rw»!- te~ sur la cathédrale de Bourges, la description de ses belles verrières et l explication des lé déttiuée créations naïves de la poésie au treizième siècfi» s> appellerons l attention de nos lecteurs sur oè Us cieux livre, plein de mérite, surtout à cette où la peinture sur verre, complètement oublié 16 dix-neuvième siècle, est venue reparaître avec au milieu des restaurations des chef:)-d ?uvre dt i  Moyen Age et de la Renaissance.",bibliographie
